nc_id,source_family,source_file,source_section_or_json_path,modal_strength,normative_clause,atomic_requirement,evidence_excerpt,extraction_rationale,lineage_status,predecessor_nc_ids,confidence
NC-0092,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1],,"{""method"": ""GET"", ""path"": ""/api/uploads/:documentId/candidates"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""response_200"": {""documentId"": ""id"", ""reviewSessionId"": ""id"", ""candidates"": ""CandidateFactView[]"", ""documentStatus"": ""REVIEW_REQUIRED""}}","{""method"": ""GET"", ""path"": ""/api/uploads/:documentId/candidates"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""response_200"": {""documentId"": ""id"", ""reviewSessionId"": ""id"", ""candidates"": ""CandidateFactView[]"", ""documentStatus"": ""REVIEW_REQUIRED""}}","{""method"": ""GET"", ""path"": ""/api/uploads/:documentId/candidates"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""response_200"": {""documentId"": ""id"", ""reviewSessionId"": ""id"", ""candidates"": ""CandidateFactView[]"", ""doc",Extracted programmatically,NEW,,MEDIUM
NC-0093,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1]/auth,,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0094,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0095,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1]/path,,/api/uploads/:documentId/candidates,/api/uploads/:documentId/candidates,/api/uploads/:documentId/candidates,Extracted programmatically,NEW,,MEDIUM
NC-0096,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1]/response_200/candidates,,CandidateFactView[],CandidateFactView[],CandidateFactView[],Extracted programmatically,NEW,,MEDIUM
NC-0097,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1]/response_200/documentId,,id,id,id,Extracted programmatically,NEW,,MEDIUM
NC-0098,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1]/response_200/documentStatus,,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,Extracted programmatically,NEW,,MEDIUM
NC-0099,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[1]/response_200/reviewSessionId,,id,id,id,Extracted programmatically,NEW,,MEDIUM
NC-0100,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2],,"{""method"": ""POST"", ""path"": ""/api/reviews/:reviewSessionId/submit"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""request"": {""version"": ""integer"", ""decisions"": [{""candidateFactId"": ""id"", ""action"": ""CONFIRM|EDIT_CONFIRM|REJECT"", ""editedValue"": ""optional""}], ""clientRequestId"": ""string""}, ""response_200"": {""reviewSessionId"": ""id"", ""status"": ""COMPLETED"", ""createdFactIds"": ""id[]"", ""conflictCaseIds"": ""id[]""}, ""errors"": [""409 VERSION_CONFLICT"", ""422 INVALID_REVIEW_DECISION""]}","{""method"": ""POST"", ""path"": ""/api/reviews/:reviewSessionId/submit"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""request"": {""version"": ""integer"", ""decisions"": [{""candidateFactId"": ""id"", ""action"": ""CONFIRM|EDIT_CONFIRM|REJECT"", ""editedValue"": ""optional""}], ""clientRequestId"": ""string""}, ""response_200"": {""reviewSessionId"": ""id"", ""status"": ""COMPLETED"", ""createdFactIds"": ""id[]"", ""conflictCaseIds"": ""id[]""}, ""errors"": [""409 VERSION_CONFLICT"", ""422 INVALID_REVIEW_DECISION""]}","{""method"": ""POST"", ""path"": ""/api/reviews/:reviewSessionId/submit"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""request"": {""version"": ""integer"", ""decisions"": [{""candidateFactId"": ""id"", ""action"": ""CONFIRM|EDIT_CON",Extracted programmatically,NEW,,MEDIUM
NC-0101,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/auth,,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0102,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/errors[0],,409 VERSION_CONFLICT,409 VERSION_CONFLICT,409 VERSION_CONFLICT,Extracted programmatically,NEW,,MEDIUM
NC-0103,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/errors[1],,422 INVALID_REVIEW_DECISION,422 INVALID_REVIEW_DECISION,422 INVALID_REVIEW_DECISION,Extracted programmatically,NEW,,MEDIUM
NC-0104,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/method,,POST,POST,POST,Extracted programmatically,NEW,,MEDIUM
NC-0105,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/path,,/api/reviews/:reviewSessionId/submit,/api/reviews/:reviewSessionId/submit,/api/reviews/:reviewSessionId/submit,Extracted programmatically,NEW,,MEDIUM
NC-0106,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/request/clientRequestId,,string,string,string,Extracted programmatically,NEW,,MEDIUM
NC-0107,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/request/decisions[0]/action,,CONFIRM|EDIT_CONFIRM|REJECT,CONFIRM|EDIT_CONFIRM|REJECT,CONFIRM|EDIT_CONFIRM|REJECT,Extracted programmatically,NEW,,MEDIUM
NC-0108,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/request/decisions[0]/candidateFactId,,id,id,id,Extracted programmatically,NEW,,MEDIUM
NC-0109,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/request/decisions[0]/editedValue,,optional,optional,optional,Extracted programmatically,NEW,,MEDIUM
NC-0110,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/request/version,,integer,integer,integer,Extracted programmatically,NEW,,MEDIUM
NC-0111,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/response_200/conflictCaseIds,,id[],id[],id[],Extracted programmatically,NEW,,MEDIUM
NC-0112,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/response_200/createdFactIds,,id[],id[],id[],Extracted programmatically,NEW,,MEDIUM
NC-0113,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/response_200/reviewSessionId,,id,id,id,Extracted programmatically,NEW,,MEDIUM
NC-0114,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[2]/response_200/status,,COMPLETED,COMPLETED,COMPLETED,Extracted programmatically,NEW,,MEDIUM
NC-0115,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3],,"{""method"": ""GET"", ""path"": ""/api/facts/:factId/provenance"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""response_200"": {""factId"": ""id"", ""verificationState"": ""enum"", ""freshnessState"": ""enum"", ""sources"": ""SourceView[]"", ""evidence"": ""EvidenceView[]"", ""lastVerifiedAt"": ""datetime|null""}}","{""method"": ""GET"", ""path"": ""/api/facts/:factId/provenance"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""response_200"": {""factId"": ""id"", ""verificationState"": ""enum"", ""freshnessState"": ""enum"", ""sources"": ""SourceView[]"", ""evidence"": ""EvidenceView[]"", ""lastVerifiedAt"": ""datetime|null""}}","{""method"": ""GET"", ""path"": ""/api/facts/:factId/provenance"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""response_200"": {""factId"": ""id"", ""verificationState"": ""enum"", ""freshnessState"": ""enum"", ""sources"": ""SourceVie",Extracted programmatically,NEW,,MEDIUM
NC-0116,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/auth,,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0117,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/method,,GET,GET,GET,Extracted programmatically,NEW,,MEDIUM
NC-0118,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/path,,/api/facts/:factId/provenance,/api/facts/:factId/provenance,/api/facts/:factId/provenance,Extracted programmatically,NEW,,MEDIUM
NC-0119,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/response_200/evidence,,EvidenceView[],EvidenceView[],EvidenceView[],Extracted programmatically,NEW,,MEDIUM
NC-0120,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/response_200/factId,,id,id,id,Extracted programmatically,NEW,,MEDIUM
NC-0121,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/response_200/freshnessState,,enum,enum,enum,Extracted programmatically,NEW,,MEDIUM
NC-0122,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/response_200/lastVerifiedAt,,datetime|null,datetime|null,datetime|null,Extracted programmatically,NEW,,MEDIUM
NC-0123,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/response_200/sources,,SourceView[],SourceView[],SourceView[],Extracted programmatically,NEW,,MEDIUM
NC-0124,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[3]/response_200/verificationState,,enum,enum,enum,Extracted programmatically,NEW,,MEDIUM
NC-0125,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4],,"{""method"": ""POST"", ""path"": ""/api/conflicts/:conflictId/resolve"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""request"": {""version"": ""integer"", ""resolution"": ""KEEP_EXISTING|ACCEPT_NEW|KEEP_BOTH|MARK_UNKNOWN"", ""selectedFactId"": ""optional id"", ""clientRequestId"": ""string""}, ""response_200"": {""conflictId"": ""id"", ""status"": ""RESOLVED"", ""affectedFactIds"": ""id[]""}}","{""method"": ""POST"", ""path"": ""/api/conflicts/:conflictId/resolve"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""request"": {""version"": ""integer"", ""resolution"": ""KEEP_EXISTING|ACCEPT_NEW|KEEP_BOTH|MARK_UNKNOWN"", ""selectedFactId"": ""optional id"", ""clientRequestId"": ""string""}, ""response_200"": {""conflictId"": ""id"", ""status"": ""RESOLVED"", ""affectedFactIds"": ""id[]""}}","{""method"": ""POST"", ""path"": ""/api/conflicts/:conflictId/resolve"", ""auth"": ""STUDENT_OWN_RESOURCE"", ""request"": {""version"": ""integer"", ""resolution"": ""KEEP_EXISTING|ACCEPT_NEW|KEEP_BOTH|MARK_UNKNOWN"", ""sel",Extracted programmatically,NEW,,MEDIUM
NC-0126,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/auth,,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,STUDENT_OWN_RESOURCE,Extracted programmatically,NEW,,MEDIUM
NC-0127,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/method,,POST,POST,POST,Extracted programmatically,NEW,,MEDIUM
NC-0128,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/path,,/api/conflicts/:conflictId/resolve,/api/conflicts/:conflictId/resolve,/api/conflicts/:conflictId/resolve,Extracted programmatically,NEW,,MEDIUM
NC-0129,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/request/clientRequestId,,string,string,string,Extracted programmatically,NEW,,MEDIUM
NC-0130,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/request/resolution,,KEEP_EXISTING|ACCEPT_NEW|KEEP_BOTH|MARK_UNKNOWN,KEEP_EXISTING|ACCEPT_NEW|KEEP_BOTH|MARK_UNKNOWN,KEEP_EXISTING|ACCEPT_NEW|KEEP_BOTH|MARK_UNKNOWN,Extracted programmatically,NEW,,MEDIUM
NC-0131,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/request/selectedFactId,,optional id,optional id,optional id,Extracted programmatically,NEW,,MEDIUM
NC-0132,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/request/version,,integer,integer,integer,Extracted programmatically,NEW,,MEDIUM
NC-0133,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/response_200/affectedFactIds,,id[],id[],id[],Extracted programmatically,NEW,,MEDIUM
NC-0134,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/response_200/conflictId,,id,id,id,Extracted programmatically,NEW,,MEDIUM
NC-0135,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[4]/response_200/status,,RESOLVED,RESOLVED,RESOLVED,Extracted programmatically,NEW,,MEDIUM
NC-0136,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5],,"{""method"": ""POST"", ""path"": ""/api/mentor/query"", ""auth"": ""STUDENT"", ""request"": {""threadId"": ""optional id"", ""message"": ""string"", ""clientRequestId"": ""string""}, ""response_200"": {""threadId"": ""id"", ""answer"": ""string"", ""groundingState"": ""GROUNDED|PARTIAL|INSUFFICIENT_DATA|CONFLICTED"", ""disclosures"": ""string[]"", ""evidenceRefs"": ""SafeEvidenceRef[]""}, ""errors"": [""429 RATE_LIMITED"", ""503 MENTOR_TEMPORARILY_UNAVAILABLE""]}","{""method"": ""POST"", ""path"": ""/api/mentor/query"", ""auth"": ""STUDENT"", ""request"": {""threadId"": ""optional id"", ""message"": ""string"", ""clientRequestId"": ""string""}, ""response_200"": {""threadId"": ""id"", ""answer"": ""string"", ""groundingState"": ""GROUNDED|PARTIAL|INSUFFICIENT_DATA|CONFLICTED"", ""disclosures"": ""string[]"", ""evidenceRefs"": ""SafeEvidenceRef[]""}, ""errors"": [""429 RATE_LIMITED"", ""503 MENTOR_TEMPORARILY_UNAVAILABLE""]}","{""method"": ""POST"", ""path"": ""/api/mentor/query"", ""auth"": ""STUDENT"", ""request"": {""threadId"": ""optional id"", ""message"": ""string"", ""clientRequestId"": ""string""}, ""response_200"": {""threadId"": ""id"", ""answer""",Extracted programmatically,NEW,,MEDIUM
NC-0137,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/auth,,STUDENT,STUDENT,STUDENT,Extracted programmatically,NEW,,MEDIUM
NC-0138,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/errors[0],,429 RATE_LIMITED,429 RATE_LIMITED,429 RATE_LIMITED,Extracted programmatically,NEW,,MEDIUM
NC-0139,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/errors[1],,503 MENTOR_TEMPORARILY_UNAVAILABLE,503 MENTOR_TEMPORARILY_UNAVAILABLE,503 MENTOR_TEMPORARILY_UNAVAILABLE,Extracted programmatically,NEW,,MEDIUM
NC-0140,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/method,,POST,POST,POST,Extracted programmatically,NEW,,MEDIUM
NC-0141,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/path,,/api/mentor/query,/api/mentor/query,/api/mentor/query,Extracted programmatically,NEW,,MEDIUM
NC-0142,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/request/clientRequestId,,string,string,string,Extracted programmatically,NEW,,MEDIUM
NC-0143,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/request/message,,string,string,string,Extracted programmatically,NEW,,MEDIUM
NC-0144,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/request/threadId,,optional id,optional id,optional id,Extracted programmatically,NEW,,MEDIUM
NC-0145,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/response_200/answer,,string,string,string,Extracted programmatically,NEW,,MEDIUM
NC-0146,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/response_200/disclosures,,string[],string[],string[],Extracted programmatically,NEW,,MEDIUM
NC-0147,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/response_200/evidenceRefs,,SafeEvidenceRef[],SafeEvidenceRef[],SafeEvidenceRef[],Extracted programmatically,NEW,,MEDIUM
NC-0148,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/response_200/groundingState,,GROUNDED|PARTIAL|INSUFFICIENT_DATA|CONFLICTED,GROUNDED|PARTIAL|INSUFFICIENT_DATA|CONFLICTED,GROUNDED|PARTIAL|INSUFFICIENT_DATA|CONFLICTED,Extracted programmatically,NEW,,MEDIUM
NC-0149,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/api_contracts[5]/response_200/threadId,,id,id,id,Extracted programmatically,NEW,,MEDIUM
NC-0150,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/authorization_matrix[0],,"{""resource"": ""StudentProfile"", ""STUDENT"": ""read/write own"", ""FACULTY"": ""none by default"", ""ORG_ADMIN"": ""policy-limited admin read"", ""SYSTEM"": ""scoped service operations""}","{""resource"": ""StudentProfile"", ""STUDENT"": ""read/write own"", ""FACULTY"": ""none by default"", ""ORG_ADMIN"": ""policy-limited admin read"", ""SYSTEM"": ""scoped service operations""}","{""resource"": ""StudentProfile"", ""STUDENT"": ""read/write own"", ""FACULTY"": ""none by default"", ""ORG_ADMIN"": ""policy-limited admin read"", ""SYSTEM"": ""scoped service operations""}",Extracted programmatically,NEW,,MEDIUM
NC-0151,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/authorization_matrix[1],,"{""resource"": ""Document"", ""STUDENT"": ""create/read/delete own subject to retention rules"", ""FACULTY"": ""none by default"", ""ORG_ADMIN"": ""metadata-only if policy permits"", ""SYSTEM"": ""process scoped document""}","{""resource"": ""Document"", ""STUDENT"": ""create/read/delete own subject to retention rules"", ""FACULTY"": ""none by default"", ""ORG_ADMIN"": ""metadata-only if policy permits"", ""SYSTEM"": ""process scoped document""}","{""resource"": ""Document"", ""STUDENT"": ""create/read/delete own subject to retention rules"", ""FACULTY"": ""none by default"", ""ORG_ADMIN"": ""metadata-only if policy permits"", ""SYSTEM"": ""process scoped documen",Extracted programmatically,NEW,,MEDIUM
